title,author,description,cover_url,goodreads_id,average_rating,ratings_count,review_count,external_url,genres,language,page_count
Birthday Letters,,"Formerly Poet Laureate to Queen Elizabeth II, the late Ted Hughes (1930-98) is recognized as one of the few contemporary poets whose work has mythic scope and power. And few episodes in postwar literature have the legendary stature of Hughes's romance with, and marriage to, the great American poet Sylvia Plath.
The poems in Birthday Lettersare addressed (with just two exceptions) to Plath, and were written over a period of more than twenty-five years, the first a few years after her suicide in 1963. Some are love letters, others haunted recollections and ruminations. In them, Hughes recalls his and Plath's time together, drawing on the powerful imagery of his work--animal, vegetable, mythological--as well as on Plath's famous verse.
Countless books have discussed the subject of this intense relationship from a necessary distance, but this volume--at last--offers us Hughes's own account. Moreover, it is a truly remarkable collection of poems in its own right.",https://images.gr-assets.com/books/1339847018m/313277.jpg,313277,3.93,6643,216,https://www.goodreads.com/book/show/313277.Birthday_Letters,Poetry,eng,198
The Way Things Are: The De Rerum Natura,,".."". [captures] the relentless urgency of Lucretius' didacticism, his passionate conviction and proselytizing fervour.' --The Classical Review",https://images.gr-assets.com/books/1383167169m/195769.jpg,195769,3.97,6542,97,https://www.goodreads.com/book/show/195769.The_Way_Things_Are,Poetry,eng,256
"Egghead: Or, You Can't Survive on Ideas Alone",,"A strange and charming collection of hilariously absurd poetry, writing, and illustration from one of today's most popular young comedians...
Bo Burnham was a precocious teenager living in his parents' attic when he started posting material on YouTube. 100 million people viewed those videos, turning Bo into an online sensation with a huge and dedicated following. Bo taped his first of two Comedy Central specials four days after his 18th birthday, making him the youngest to do so in the channel's history. Now Bo is a rising star in the comedy world, revered for his utterly original and intelligent voice. And, he can SIIIIIIIIING!
In EGGHEAD, Bo brings his brand of brainy, emotional comedy to the page in the form of off-kilter poems, thoughts, and more. Teaming up with his longtime friend, artist, and illustrator Chance Bone, Bo takes on everything from death to farts in this weird book that will make you think, laugh and think, ""why did I just laugh?""",https://images.gr-assets.com/books/1400879372m/17333426.jpg,17333426,4.12,6461,553,https://www.goodreads.com/book/show/17333426-egghead,Poetry,eng,240
I Could Pee on This: And Other Poems by Cats,,"Cat lovers will laugh out loud at the quirkiness of their feline friends with these insightful and curious poems from the singular minds of housecats.
In this hilarious book of tongue-in-cheek poetry, the author of the internationally syndicated comic strip Sally Forthhelps cats unlock their creative potential and explain their odd behaviour to ignorant humans.
With titles like Who Is That on Your Lap?, This Is My Chair, Kneel Before Me, Nudge, and Some of My Best Friends Are Dogs,the poems collected in I Could Pee on Thisperfectly capture the inner workings of the cat psyche.
With photos of the cat authors throughout, this whimsical volume reveals kitties at their wackiest, and most exasperating (but always lovable).",https://images.gr-assets.com/books/1344865917m/14553840.jpg,14553840,3.97,6390,997,https://www.goodreads.com/book/show/14553840-i-could-pee-on-this,Poetry,eng,112
Annabel Lee,,"The poem by Edgar Allan Poe set, by the artist, Gilles Tibo, in the 1930s on the Gaspe Peninsula, Quebec.",https://images.gr-assets.com/books/1172464693m/178911.jpg,178911,4.35,6049,238,https://www.goodreads.com/book/show/178911.Annabel_Lee,Poetry,eng,24
The Dream Songs,,"This edition combines The Dream Songs, awarded the Pulitzer Prize for Poetry in 1965, and His Toy, His Dream, His Rest, which won the National Book Award for Poetry in 1969 and contains all 385 songs. Of The Dream Songs, A. Alvarez wrote in The Observer, ""A major achievement. He has written an elegy on his brilliant generation and, in the process, he has also written an elegy on himself.""
The Dream Songs are eighteen-line poems in three stanzas. Each individual poem is lyric and organized around an emotion provoked by an everyday event. The tone of the poems is less surreal than associational or intoxicated. The principal character of the song cycle is Henry, who is both the narrator of the poems and referred to by the narrator in the poems.",https://images.gr-assets.com/books/1311991736m/150236.jpg,150236,4.2,5516,145,https://www.goodreads.com/book/show/150236.The_Dream_Songs,Poetry,eng,427
Love Poems and Sonnets,,"The greatest sonnets ever written, by the greatest poet and playwright in the English language -- now in a handsome edition featuring exquisite color illustrations.",https://images.gr-assets.com/books/1420238175m/42040.jpg,42040,4.23,5446,59,https://www.goodreads.com/book/show/42040.Love_Poems_and_Sonnets,Poetry,eng,160
War Dances,,,https://images.gr-assets.com/books/1328823975m/6387626.jpg,6387626,3.93,5262,738,https://www.goodreads.com/book/show/6387626-war-dances,Poetry,eng,209
The Rose That Grew from Concrete,,"This collection of more than 100 poems that honestly and artfully confront topics ranging from poverty and motherhood to Van Gogh and Mandela is presented in Tupac Shakur's own handwriting on one side of the page, with a typed version on the opposite side.",https://images.gr-assets.com/books/1327866763m/151809.jpg,151809,4.38,5134,477,https://www.goodreads.com/book/show/151809.The_Rose_That_Grew_from_Concrete,Poetry,eng,176
"Burning in Water, Drowning in Flame",,"An omnibus edition of four early volumes of poems: ""It Catches My Heart in Its Hands"", ""Crucifix in a Death Hand"", ""At Terror Street and Agony Way"", and ""Burning In Water, Drowning In Flame"" finally.
Burning in Water, Drowning in Flameis poetry full of gambling, drinking and women. Charles Bukowski writes realistically about the seedy underbelly of life.",https://images.gr-assets.com/books/1330968867m/50466.jpg,50466,4.2,4890,164,https://www.goodreads.com/book/show/50466.Burning_in_Water_Drowning_in_Flame,Poetry,eng,240
My Last Duchess and Other Poems,,"The Victorian poet Robert Browning (1812 -1889) is perhaps most admired today for his inspired development of the dramatic monologue. In this compelling poetic form, he sought to reveal his subjects' true natures in their own, often self-justifying, accounts of their lives and affairs. A number of these vivid monologues, including the famed ""Fra Lippo Lippi,"" ""How It Strikes a Contemporary,"" and ""The Bishop Orders His Tomb at Saint Praxed's Church,"" are included in this selection of forty-two poems.
Here, too, are the famous ""My Last Duchess,"" dramatic lyrics such as ""Memorabilia"" and ""Love among the Ruins,"" and well-known shorter works: ""The Pied Piper of Hamelin,"" ""Home-Thoughts, from Abroad,"" ""Soliloquy of the Spanish Cloister,"" and more. Together these poems reveal Browning's rare gifts as both a lyric poet and a monologist of rare psychological insight and dramatic flair.",https://images.gr-assets.com/books/1328868461m/430400.jpg,430400,4.05,4889,40,https://www.goodreads.com/book/show/430400.My_Last_Duchess_and_Other_Poems,Poetry,eng,110
Gitanjali: Song Offerings,,"""Gitanjali,"" or Song Offerings, is a collection of poems translated by the author, Rabindranath Tagore, from the original Bengali. This collection won the Nobel prize for Tagore in 1913. This volume includes the original introduction by William Butler Yeats that accompanied the 1911 English language version. ""Gitanjali"" is a collection of over 100 inspirational poems by India's greatest poet.",https://images.gr-assets.com/books/1461218582m/66414.jpg,66414,4.33,4835,280,https://www.goodreads.com/book/show/66414.Gitanjali,Poetry,eng,80
"The Tiny Book of Tiny Stories, Vol. 1",,"From hitRECord, the immensely popular open collaborative production company, and its founder, Golden Globe-nominated actor Joseph Gordon-Levitt, comes The Tiny Book of Tiny Stories: Volume 1.
The universe is not made of atoms; it's made of tiny stories.
To create The Tiny Book of Tiny Stories: Volume 1, Joseph Gordon-Levitt, known within the hitRECord community as RegularJOE--directed thousands of collaborators to tell tiny stories through words and art. With the help of the entire creative collective, Gordon-Levitt culled, edited and curated over 8,500 contributions into this finely tuned collection of original art from 67 contributors. Reminiscent of the 6-Word Memoir series, The Tiny Book of Tiny Stories: Volume 1 brings together art and voices from around the world to unite and tell stories that defy size.",https://images.gr-assets.com/books/1329454052m/11904233.jpg,11904233,4.08,4670,527,https://www.goodreads.com/book/show/11904233-the-tiny-book-of-tiny-stories-vol-1,Poetry,eng,87
